Brand,Model,Price,Boite vitesse,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Gouvernorat,Génération,Kilométrage,Mise en circulation,Moteur,Nombre de places,Nombre de portes,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Volkswagen,Golf 7,52 000DT,Automatique,Citadine,Gris argent,Gris,1200cm³,Tunis,VII 5 Portes08/2012 - 10/2016,140000km,05.2015,,5,5,,,5cv,,Tissu,Traction,Essence
Haval,H6,78 000DT,Automatique,SUV/4x4,Rouge,Noir,1499cm³,Tunis,II01/2019 - 06/2021,90000km,09.2019,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Chevrolet,Cruze,40 000DT,Manuelle,Berline,Gris anthracite,Noir,1599cm³,Tunis,Berline (J300)05/2009 - Aujourd'hui,90000km,08.2018,,5,5,,,7cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 7,76 000DT,Manuelle,Citadine,Gris argent,Gris,1190cm³,Tunis,VII Phase 2 5 Portes11/2016 - 01/2021,29000km,08.2019,,5,5,,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe E,51 000DT,Automatique,Berline,Gris anthracite,Noir,1999cm³,Tunis,(212) Berline01/2010 - 02/2013,330000km,03.2010,,5,5,,,10cv,,Cuir partiel,Traction,Essence
Mercedes-Benz,Classe E,77 000DT,Automatique,Berline,Noir,Noir,2199cm³,Tunis,(212) Berline01/2010 - 02/2013,330000km,06.2011,,5,5,,,9cv,,Cuir intégral,Traction,Diesel
Volkswagen,Golf 8,145 000DT,Automatique,Citadine,Gris Shark,Gris,1499cm³,Tunis,VIII Hatchback07/2019 - Aujourd'hui,40000km,09.2021,,5,5,,,8cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe C,240 000DT,Automatique,Berline,Noir,Autre,1599cm³,Tunis,(206) Berline04/2021 - Aujourd'hui,16000km,01.2023,180 1.5 i 16V EQ Boost 9G-TRONIC,5,5,170ch dyn,,9cv,,Cuir intégral,Traction,Essence
Dodge,RAM,212 000DT,Automatique,SUV/4x4,Jaune,Gris,6500cm³,Tunis,,65000km,07.2019,,5,5,,,18cv,,Tissu,Traction,Essence
Mercedes-Benz,CLA,81 000DT,Automatique,Citadine,Blanc,Noir,1599cm³,Tunis,(117) Coupé02/2013 - 01/2016,163000km,07.2014,,5,5,,,7cv,,Cuir intégral,Traction,Essence
Haval,H2,69 000DT,Automatique,SUV/4x4,Marron,Marron,1599cm³,Tunis,101/2017 - 05/2020,40000km,08.2019,1.5 T,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Haval,H6,86 000DT,Automatique,SUV/4x4,Noir,Marron,1499cm³,Tunis,II01/2019 - 06/2021,32000km,11.2019,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,CLA,169 000DT,Automatique,Citadine,Noir,Noir,1599cm³,Tunis,II (118) Coupé05/2019 - Aujourd'hui,30000km,12.2021,,5,5,,,7cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe A,98 000DT,Automatique,Citadine,Autre,Noir,1599cm³,Tunis,(W177) Hatchback03/2018 - 02/2023,50000km,07.2019,,5,5,,,6cv,,Cuir intégral,Traction,Diesel
Volkswagen,Golf 7,74 000DT,Automatique,Citadine,Blanc,Noir,1200cm³,Tunis,VII Phase 2 5 Portes11/2016 - 01/2021,64000km,09.2019,,5,5,,,6cv,,Tissu,Traction,Essence
Audi,A3 Sportback,95 000DT,Automatique,Citadine,Blanc,Noir,1599cm³,Tunis,Série 3 Phase 2 Sportback05/2016 - 07/2019,70000km,06.2019,,5,5,,,7cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe C,205 000DT,Automatique,Berline,Blanc,Noir,1600cm³,Tunis,(206) Berline04/2021 - Aujourd'hui,40000km,08.2022,180 1.5 i 16V EQ Boost 9G-TRONIC,5,5,170ch dyn,,9cv,,Alcantara,Traction,Essence
DS,7 Crossback,105 000DT,Automatique,SUV/4x4,Blanc,Noir,1998cm³,Tunis,Crossback11/2017 - 09/2022,140000km,01.2021,,5,5,,,10cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe C,264 200DT,Automatique,Berline,Noir,Autre,1399cm³,Tunis,(206) Berline04/2021 - Aujourd'hui,50000km,07.2022,180 1.5 i 16V EQ Boost 9G-TRONIC,5,5,170ch dyn,,9cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 7,84 000DT,Automatique,Citadine,Noir,Gris,1200cm³,Tunis,VII Phase 2 5 Portes11/2016 - 01/2021,70000km,08.2018,,5,5,,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,CLA,79 000DT,Automatique,Citadine,Noir,Noir,2143cm³,Tunis,(117) Coupé02/2013 - 01/2016,240000km,07.2013,,5,5,,,9cv,,Cuir intégral,Traction,Diesel
BMW,X6,110 000DT,Automatique,SUV/4x4,Noir,Rouge,3000cm³,Tunis,(E71)05/2008 - 06/2014,270000km,08.2008,,5,5,,,15cv,,Cuir intégral,Traction,Diesel
Audi,A5 Cabriolet,59 000DT,Automatique,Cabriolet,Blanc,Noir,1599cm³,Tunis,,120000km,05.2010,,5,2,,,10cv,,Cuir intégral,Traction,Essence
Seat,Leon,73 000DT,Manuelle,Citadine,Noir,Gris,1200cm³,Tunis,IV (KL1) HB 5 portes11/2019 - Aujourd'hui,65000km,09.2020,,5,5,,,6cv,,Tissu,Traction,Essence
Citroën,Berlingo Utilitaire,37 500DT,Manuelle,Utilitaire,Blanc,Noir,1299cm³,Tunis,(B9) Utilitaire Phase 204/2015 - 06/2018,170000km,05.2018,,2,3,,,5cv,,Tissu,Traction,Diesel
KIA,Sportage,143 000DT,Automatique,SUV/4x4,Gris anthracite,Noir,1599cm³,Tunis,V12/2021 - Aujourd'hui,23000km,06.2022,,5,5,,,10cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,64 000DT,Automatique,Citadine,Noir,Noir,1199cm³,Tunis,VII Phase 2 5 Portes11/2016 - 01/2021,180000km,07.2019,,5,5,,,5cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe S,78 000DT,Automatique,Berline,Noir,Marron,3450cm³,Tunis,(221) Berline10/2004 - 06/2009,170000km,07.2008,350 3.5 i V6 24V 7G-TRONIC,5,5,272ch dyn,,19cv,,Cuir intégral,Traction,Essence
Volkswagen,Tiguan,128 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1599cm³,Tunis,,33000km,09.2020,,5,5,,,8cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,80 000DT,Manuelle,Citadine,Blanc,Noir,1000cm³,Tunis,VII Phase 2 5 Portes11/2016 - 01/2021,130000km,09.2018,,5,5,,,6cv,,Cuir intégral,Traction,Essence
Hyundai,Kona,79 000DT,Manuelle,SUV/4x4,Bleu,Noir,1599cm³,Tunis,Phase 210/2020 - Aujourd'hui,30000km,10.2021,1.6 GDi 16V 141 Hybrid 2WD DCT6 S&S,5,5,,141ch dyn,6cv,105ch dyn,Tissu,Traction,Hybride essence
Seat,Leon,122 800DT,Automatique,Citadine,Noir,Noir,1395cm³,Tunis,IV (KL1) HB 5 portes11/2019 - Aujourd'hui,70000km,01.2022,,5,5,,,8cv,,Alcantara,Traction,Essence
Hyundai,Grand i10,53 000DT,Manuelle,Citadine,Gris anthracite,Noir,1199cm³,Tunis,II phase 111/2020 - 11/2023,30000km,08.2022,,5,5,,,5cv,,Tissu,Traction,Essence
Peugeot,2008,92 000DT,Manuelle,SUV/4x4,Gris Shark,Noir,1200cm³,Tunis,II (P24E) 5HB10/2019 - Aujourd'hui,30000km,07.2021,1.2 THP Puretech 12V S&S,5,5,130ch dyn,,7cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe C coupé,179 000DT,Automatique,Coupé,Blanc,Noir,1599cm³,Tunis,(205) Coupé09/2015 - 04/2021,40000km,09.2019,,5,3,,,9cv,,Alcantara,Traction,Essence
KIA,Sportage,119 000DT,Automatique,SUV/4x4,Noir,Noir,1599cm³,Tunis,IV Phase 207/2018 - 12/2021,120000km,09.2021,,5,5,,,6cv,,Cuir partiel,Traction,Hybride rechargeable diesel
BMW,Série 3,88 000DT,Automatique,Berline,Bleu,Marron,1499cm³,Tunis,(F30) LCI Berline09/2015 - 10/2018,117000km,08.2017,,5,5,,,7cv,,Cuir partiel,Traction,Essence
Chery,Tiggo 2,43 500DT,Manuelle,SUV/4x4,Bleu,Noir,1497cm³,Tunis,I05/2019 - 02/2022,60000km,01.2020,1.5,5,5,106ch dyn,,6cv,,Tissu,Traction,Essence
Haval,Jolion,87 000DT,Automatique,SUV/4x4,Rouge,Beige,1599cm³,Tunis,Phase 106/2021 - 08/2024,40000km,07.2022,1.5 T,5,5,143ch dyn,,9cv,,Cuir partiel,Traction,Essence
Mercedes-Benz,Classe C,208 000DT,Automatique,Berline,Blanc,Noir,1500cm³,Tunis,(206) Berline04/2021 - Aujourd'hui,40000km,02.2022,180 1.5 i 16V EQ Boost 9G-TRONIC,5,5,170ch dyn,,9cv,,Alcantara,Traction,Essence
Hyundai,Grand i10,53 000DT,Automatique,Citadine,Vert,Noir,1199cm³,Tunis,II phase 111/2020 - 11/2023,54000km,04.2021,,5,5,,,5cv,,Tissu,Traction,Essence
Seat,Ibiza,68 000DT,Automatique,Citadine,Gris Shark,Noir,1599cm³,Tunis,V02/2017 - 06/2021,100000km,09.2020,,5,5,,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,CLA,169 000DT,Automatique,Citadine,Noir,Gris,1599cm³,Tunis,II (118) Coupé05/2019 - Aujourd'hui,20000km,10.2020,,5,5,,,7cv,,Alcantara,Traction,Essence
Seat,Ibiza,67 000DT,Manuelle,SUV/4x4,Noir,Gris,1599cm³,Tunis,V02/2017 - 06/2021,50000km,08.2020,,5,5,,,6cv,,Tissu,Traction,Essence
Volkswagen,T-roc,85 000DT,Manuelle,SUV/4x4,Gris Shark,Gris,999cm³,Tunis,07/2017 - 12/2021,87000km,01.2020,,5,5,,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,GLA,113 000DT,Automatique,SUV/4x4,Blanc,Noir,1595cm³,Tunis,(156)11/2013 - 01/2017,74000km,01.2016,,5,5,,,8cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe C,115 000DT,Automatique,Berline,Noir,Noir,1599cm³,Tunis,,170000km,08.2014,,5,5,,,9cv,,Cuir intégral,Traction,Essence
Audi,Q3 Sportback,188 000DT,Automatique,SUV/4x4,Gris Shark,,,Tunis,Série 2 (F3N) Sportback06/2019 - Aujourd'hui,10000km,06.2021,,,,,,8cv,,,Traction,Essence
Audi,Q5,215 000DT,Automatique,SUV/4x4,Blanc,,,Tunis,II05/2016 - 11/2020,100000km,09.2018,,,,,,11cv,,,Traction,Diesel
Volkswagen,Golf 8,125 000DT,Automatique,Citadine,Noir,,,Tunis,VIII Hatchback07/2019 - Aujourd'hui,70000km,07.2021,,,,,,8cv,,,Traction,Essence
Jaguar,F-Pace,185 000DT,Automatique,SUV/4x4,Blanc,Beige,3000cm³,Tunis,10/2015 - Aujourd'hui,165000km,07.2017,,5,5,,,10cv,,Cuir intégral,Traction,Diesel
Peugeot,3008,77 000DT,Automatique,SUV/4x4,Blanc,,,Tunis,II07/2016 - 08/2020,260000km,08.2017,,,,,,9cv,,,Traction,Essence
Land Rover,Range Rover Velar,350 000DT,Automatique,SUV/4x4,Noir,,,Tunis,Velar07/2017 - Aujourd'hui,100000km,09.2019,D300 3.0 SDV6 24V 4WD,,,300ch dyn,,19cv,,,Traction,Diesel
Porsche,Panamera,255 000DT,Automatique,Berline,Noir,,,Tunis,970 Phase 206/2013 - 08/2016,100000km,01.2014,,,,,,20cv,,,Traction,Essence
Land Rover,Range Rover Velar,295 000DT,Automatique,SUV/4x4,Blanc,,,Tunis,Velar07/2017 - Aujourd'hui,90000km,10.2020,,,,,,11cv,,,Traction,Essence
Dongfeng,Forthing T5 EVO,182 920DT,Automatique,SUV/4x4,Blanc,Rouge,,Tunis,,4000km,11.2023,,5,5,,,9cv,,Cuir intégral,Traction,Essence
Chery,Tiggo 3,47 000DT,Manuelle,SUV/4x4,Blanc,Gris,1599cm³,Tunis,10/2017 - 06/2020,75000km,08.2018,,5,5,,,8cv,,Tissu,Traction,Essence
Audi,Q3,85 000DT,Automatique,SUV/4x4,Blanc,,,Tunis,,77000km,08.2017,,,,,,7cv,,,Traction,Essence
Renault,Kadjar,66 000DT,Automatique,SUV/4x4,Noir,,,Tunis,phase 211/2018 - Aujourd'hui,150000km,01.2018,Tce  Boite Auto,,,130ch dyn,,7cv,,,Traction,Essence
Volkswagen,Golf 8,155 000DT,Automatique,Citadine,Noir,,,Tunis,VIII Hatchback07/2019 - Aujourd'hui,40000km,09.2021,,,,,,8cv,,,Traction,Essence
Mercedes-Benz,Classe C,205 000DT,Automatique,Berline,Noir,Noir,1998cm³,Tunis,(205) Berline03/2014 - 04/2021,35000km,01.2020,300 e 2.0 i 16V 320 EQ Power 9G-TRONIC,5,4,,320ch dyn,6cv,211ch dyn,Cuir partiel,Propulsion,Hybride rechargeable essence
Volkswagen,Golf 7,80 000DT,Automatique,SUV/4x4,Gris Shark,,,Tunis,VII Phase 2 5 Portes11/2016 - 01/2021,120000km,08.2019,,,,,,6cv,,,Traction,Essence
BMW,Série 4 Gran Coupé,99 000DT,Automatique,Citadine,Noir,,,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,100000km,01.2018,,,,,,7cv,,,Traction,Essence
Hyundai,Tucson,161 000DT,Automatique,SUV/4x4,Vert,Noir,1599cm³,Tunis,IV10/2020 - Aujourd'hui,24000km,07.2023,,5,5,,,10cv,,Cuir intégral,Traction,Essence
Hyundai,Tucson,87 000DT,Automatique,SUV/4x4,Noir,,,Tunis,III phase 207/2018 - 10/2020,120000km,01.2020,,,,,,8cv,,,Traction,Essence
BMW,Série 1,92 000DT,Automatique,Citadine,Gris anthracite,,,Tunis,(F40) 5 portes09/2019 - Aujourd'hui,70000km,01.2020,,,,,,7cv,,,Traction,Essence
Fiat,Panda City Cross,45 000DT,Manuelle,Citadine,Gris Shark,,,Tunis,(312)01/2012 - Aujourd'hui,20000km,05.2022,,,,,,4cv,,,Traction,Essence
BMW,Série 4 Gran Coupé,125 000DT,Automatique,Citadine,Blanc,,,Tunis,,110000km,06.2017,,,,,,7cv,,,Traction,Essence
Mercedes-Benz,Classe E,77 000DT,Automatique,Citadine,Noir,Beige,1800cm³,Tunis,(212) Berline01/2010 - 02/2013,135000km,07.2011,,5,5,,,10cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe C,215 000DT,Automatique,Citadine,Noir,Noir,1599cm³,Tunis,(206) Berline04/2021 - Aujourd'hui,80000km,06.2022,180 1.5 i 16V EQ Boost 9G-TRONIC,5,5,170ch dyn,,9cv,,Alcantara,Traction,Essence
Dongfeng,SX3,65 000DT,Manuelle,SUV/4x4,Rouge,,,Tunis,,30000km,07.2021,,,,,,7cv,,,Traction,Essence
Volkswagen,Golf 8,128 000DT,Manuelle,Citadine,Gris Shark,,,Tunis,VIII Hatchback07/2019 - Aujourd'hui,16000km,01.2021,,,,,,6cv,,,Traction,Essence
Mercedes-Benz,Classe A,172 000DT,Automatique,Citadine,Gris Shark,,,Tunis,(W177) Hatchback03/2018 - 02/2023,15000km,01.2022,,,,,,8cv,,,Traction,Essence
Mercedes-Benz,Classe C,148 000DT,Automatique,Citadine,Gris anthracite,,,Tunis,(205) Berline03/2014 - 04/2021,80000km,07.2019,200 CDi 1.6 CDI 16V 9G-TRONIC BlueTEC,,,160ch dyn,,9cv,,,Traction,Diesel
MG,GS,62 000DT,Automatique,SUV/4x4,Noir,,,Tunis,12/2016 - 12/2019,115000km,07.2017,,,,,,9cv,,,Traction,Essence
Mitsubishi,ASX,122 757DT,Automatique,SUV/4x4,Noir,,,Tunis,,55000km,05.2021,,,,,,9cv,,,Traction,Essence
Land Rover,Discovery,126 000DT,Automatique,SUV/4x4,Noir,,,Tunis,,130000km,08.2017,,,,,,8cv,,,Traction,Diesel
Audi,A5 Sportback,185 000DT,Automatique,Citadine,Noir,,,Tunis,II Sportback Phase 210/2019 - Aujourd'hui,70000km,01.2021,,,,,,8cv,,,Traction,Essence
BMW,Série 7,45 000DT,Automatique,Berline,Noir,,,Tunis,,300000km,01.2008,,,,,,22cv,,,Traction,Essence
Land Rover,Range Rover Sport,245 000DT,Automatique,SUV/4x4,Noir,,,Tunis,Sport II06/2013 - 01/2017,160000km,08.2014,,,,,,15cv,,,Traction,Diesel
BMW,Série 4 Coupé,110 000DT,Automatique,Coupé,Noir,,,Tunis,,78000km,03.2017,,,,,,7cv,,,Traction,Essence
MG,GS,61 000DT,Automatique,SUV/4x4,Marron,,,Tunis,12/2016 - 12/2019,100000km,06.2017,,,,,,13cv,,,Traction,Essence
Peugeot,RCZ,40 000DT,Manuelle,Citadine,Noir,,,Tunis,05/2010 - 12/2015,171000km,04.2011,,,,,,7cv,,,Traction,Essence
Land Rover,Discovery Sport,118 000DT,Automatique,SUV/4x4,Gris Shark,,,Tunis,Sport09/2014 - 04/2019,94000km,10.2016,,,,,,8cv,,,Traction,Diesel
Volkswagen,Amarok,87 000DT,Manuelle,SUV/4x4,Marron,,,Tunis,,180000km,07.2016,,,,,,7cv,,,Intégrale,Diesel
BMW,Série 7,55 000DT,Automatique,Berline,Blanc,,,Tunis,,220000km,01.2008,,,,,,22cv,,Cuir intégral,Traction,Essence
BMW,X4,139 000DT,Automatique,SUV/4x4,Noir,Marron,2000cm³,Tunis,(F26)04/2014 - 03/2018,140000km,06.2018,,5,5,,,10cv,,Cuir intégral,Traction,Diesel
Peugeot,Partner Origin Utilitaire,56 000DT,Manuelle,Utilitaire,Blanc,Noir,1559cm³,Sfax,(K9)10/2018 - 05/2024,73000km,05.2019,L1 HD 1.2 THP 12V S&S,2,2,110ch dyn,,5cv,,Tissu,Traction,Diesel
KIA,Sportage,95 000DT,Automatique,SUV/4x4,Blanc,Noir,1685cm³,Sfax,IV Phase 109/2015 - 07/2018,139000km,05.2018,2 l Diesel,5,5,178ch dyn,,7cv,,Cuir partiel,Traction,Diesel
Cupra,Formentor,155 000DT,Automatique,SUV/4x4,Vert,Noir,2000cm³,Sfax,07/2020 - Aujourd'hui,41000km,06.2022,2.0 TSI 16V 4Drive DSG7,5,5,190ch dyn,,11cv,,Cuir partiel,Traction,Essence
Mercedes-Benz,Classe C,245 000DT,Automatique,Berline,Gris Shark,Noir,1500cm³,BenArous,(206) Berline04/2021 - Aujourd'hui,6569km,11.2022,180 1.5 i 16V EQ Boost 9G-TRONIC,5,5,170ch dyn,,9cv,,Cuir intégral,Propulsion,Essence
Seat,Ibiza,76 000DT,Automatique,Citadine,Blanc,Noir,999cm³,Tunis,V Phase 207/2021 - Aujourd'hui,45000km,01.2023,1.0 TSI 12V DSG7,5,5,110ch dyn,,6cv,,Alcantara,Traction,Essence
Seat,Ibiza,73 000DT,Automatique,Compacte,Bleu,Noir,999cm³,Tunis,V Phase 207/2021 - Aujourd'hui,46000km,05.2023,1.0 TSI 12V DSG7,5,5,110ch dyn,,6cv,,Tissu,Propulsion,Essence
KIA,Sportage,89 000DT,Manuelle,SUV/4x4,Noir,Noir,1600cm³,BenArous,IV Phase 207/2018 - 12/2021,105000km,12.2018,,5,5,,,6cv,,Tissu,Traction,Diesel
Mercedes-Benz,Classe C,55 500DT,Manuelle,Berline,Noir,Noir,1600cm³,BenArous,(204) Phase 2 Berline03/2011 - 02/2014,235000km,08.2013,,5,5,,,9cv,,Tissu,Traction,Essence
Audi,Q5,47 000DT,Automatique,SUV/4x4,Blanc,Noir,2000cm³,BenArous,I (8RB)11/2008 - 09/2012,255000km,07.2009,,5,5,,,13cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 8,139 000DT,Automatique,Coupé,Blanc,Gris,1400cm³,BenArous,VIII Hatchback07/2019 - Aujourd'hui,40000km,06.2023,,5,5,,,8cv,,Alcantara,Traction,Essence
Mercedes-Benz,Classe C,89 000DT,Automatique,Berline,Noir,Noir,1600cm³,BenArous,,164000km,07.2014,,5,5,,,9cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe E,138 000DT,Automatique,Berline,Noir,Noir,1600cm³,BenArous,(213) Berline01/2016 - 09/2020,132000km,09.2017,,5,5,,,9cv,,Cuir intégral,Traction,Essence
Seat,Leon,108 000DT,Automatique,Coupé,Noir,Noir,1400cm³,BenArous,IV (KL1) HB 5 portes11/2019 - Aujourd'hui,37000km,08.2023,,5,5,,,7cv,,Cuir intégral,Traction,Essence
Jeep,Wrangler,72 000DT,Manuelle,SUV/4x4,Noir,Marron,4200cm³,BenArous,YJ01/1986 - 07/1996,200000km,11.1989,,5,3,,,8cv,,Cuir intégral,Traction,Essence
Renault,Clio,38 500DT,Manuelle,Coupé,Gris argent,Noir,1000cm³,BenArous,V Phase 1 5 Portes09/2020 - 12/2022,135000km,11.2021,,5,5,,,5cv,,Tissu,Traction,Essence
Audi,A3 Sportback,78 500DT,Manuelle,Coupé,Gris argent,Gris,1200cm³,BenArous,Série 3 Phase 2 Sportback05/2016 - 07/2019,125000km,10.2019,,5,5,,,6cv,,Tissu,Traction,Essence
Cupra,Formentor,119 000DT,Automatique,Berline,Bleu,Noir,1499cm³,BenArous,07/2020 - Aujourd'hui,19000km,10.2022,,5,5,,,8cv,,Cuir intégral,Traction,Hybride essence
Ford,Fusion,55 500DT,Manuelle,Berline,Blanc,Noir,1600cm³,BenArous,,90000km,09.2017,,5,5,,,9cv,,Tissu,Traction,Essence
Mazda,3,49 500DT,Manuelle,Coupé,Rouge,Beige,1500cm³,BenArous,III Hatchback Phase 210/2016 - 03/2019,124000km,07.2017,,5,5,,,6cv,,Cuir intégral,Traction,Essence
Nissan,Juke,42 500DT,Automatique,SUV/4x4,Noir,Noir,1566cm³,BenArous,F1501/2010 - 09/2019,160000km,05.2015,1.6 L 4X2,5,5,117ch dyn,,7cv,,Tissu,Traction,Essence
Citroën,C3,38 000DT,Manuelle,Coupé,Gris Shark,Gris,1200cm³,BenArous,III (B618)07/2016 - 06/2020,92000km,06.2018,1.2 VTi PureTech 12V,5,5,82ch dyn,,4cv,,Tissu,Traction,Essence
Citroën,Berlingo Utilitaire,58 500DT,Manuelle,Utilitaire,Blanc,Noir,1600cm³,BenArous,(K9) Utilitaire06/2018 - Aujourd'hui,31000km,01.2023,,2,3,,,5cv,,Tissu,Traction,Diesel
BMW,Série 1,138 500DT,Automatique,Coupé,Gris argent,Noir,1500cm³,BenArous,(F40) 5 portes09/2019 - Aujourd'hui,40000km,08.2022,,5,5,,,7cv,,Cuir intégral,Traction,Essence
BMW,X1,85 000DT,Automatique,SUV/4x4,Noir,Beige,1600cm³,BenArous,(F48)09/2015 - 06/2019,126000km,04.2016,,5,5,,,7cv,,Cuir intégral,Traction,Essence
BMW,X2,132 000DT,Automatique,SUV/4x4,Bleu,Beige,1500cm³,BenArous,(F39)10/2017 - 12/2023,74000km,12.2020,,5,5,,,8cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 7,73 500DT,Manuelle,Coupé,Gris Shark,Gris,1000cm³,BenArous,VII Phase 2 5 Portes11/2016 - 01/2021,40000km,06.2020,,5,5,,,6cv,,Tissu,Traction,Essence
Volkswagen,Golf 8,93 000DT,Manuelle,Coupé,Gris argent,Gris,1500cm³,BenArous,VIII Hatchback07/2019 - Aujourd'hui,80000km,08.2021,,5,5,,,7cv,,Tissu,Traction,Essence
BMW,Série 5,75 000DT,Automatique,Berline,Noir,Beige,1600cm³,BenArous,(F10) LCI Berline01/2014 - 01/2017,182000km,07.2014,,5,5,,,9cv,,Cuir intégral,Traction,Essence
Skoda,Fabia,43 000DT,Manuelle,Coupé,Gris argent,Noir,1600cm³,BenArous,,137000km,05.2018,,5,5,,,5cv,,Tissu,Traction,Essence
Hyundai,Grand i10,39 800DT,Manuelle,Coupé,Noir,Noir,1000cm³,BenArous,II phase 111/2020 - 11/2023,57000km,05.2021,1.0 65cv populaire,5,5,65ch dyn,,4cv,,Tissu,Traction,Essence
Volvo,XC60,227 000DT,Automatique,SUV/4x4,Gris argent,Beige,2000cm³,BenArous,II Phase 204/2020 - Aujourd'hui,18000km,11.2022,,5,5,,,15cv,,Cuir intégral,Traction,Essence
Seat,Ibiza,53 000DT,Manuelle,Citadine,Noir,Gris,1000cm³,Nabeul,V02/2017 - 06/2021,120000km,03.2020,1.0 i 12V,5,5,75ch dyn,,4cv,,Tissu,Traction,Essence
Volkswagen,Tiguan,185 000DT,Automatique,SUV/4x4,Gris Shark,Noir,2000cm³,Nabeul,II Phase 207/2020 - 12/2023,45000km,01.2022,2.0 TDi 16V 4Motion BMT DSG7,5,5,200ch dyn,,11cv,,Cuir intégral,Intégrale,Diesel
BMW,Série 4 Gran Coupé,118 000DT,Automatique,Coupé,Bleu,Noir,1499cm³,Ariana,(F36) LCI Gran Coupé03/2017 - 07/2021,122000km,10.2019,,5,4,,,7cv,,Alcantara,Traction,Essence
Mitsubishi,L200 Simple Cabine,24 000DT,Manuelle,Citadine,Blanc,Noir,2477cm³,BenArous,,500000km,01.2009,,2,2,,,8cv,,Tissu,Traction,Diesel
Mercedes-Benz,Classe A,108 000DT,Automatique,Citadine,Blanc,Noir,1400cm³,Tunis,(W177) Hatchback03/2018 - 02/2023,100000km,06.2020,,5,5,,,7cv,,Similicuir,Traction,Essence
Audi,Q5,70 000DT,Automatique,SUV/4x4,Blanc,Noir,3000cm³,Tunis,I (8RB)11/2008 - 09/2012,369000km,12.2008,,5,5,,,15cv,,Similicuir,Intégrale,Diesel
Peugeot,5008,138 000DT,Automatique,Citadine,Noir,Noir,1600cm³,Tunis,II Phase 2 (P87)09/2020 - Aujourd'hui,7000km,04.2023,,5,5,,,9cv,,Tissu,Traction,Essence
BMW,X2,122 000DT,Automatique,Citadine,Bleu,Beige,1500cm³,Tunis,(F39)10/2017 - 12/2023,76000km,12.2020,,5,5,,,8cv,,Similicuir,Traction,Essence
Hyundai,Grand i10,38 500DT,Manuelle,Citadine,Gris Shark,Autre,1200cm³,Tunis,I01/2014 - 10/2020,99000km,03.2020,1.2 87cv,5,5,87ch dyn,,5cv,,Similicuir,Traction,Essence
Volkswagen,Golf 8,88 500DT,Manuelle,Citadine,Blanc,Noir,1000cm³,Tunis,VIII Hatchback07/2019 - Aujourd'hui,100000km,04.2021,,5,5,,,6cv,,Tissu,Traction,Essence
Porsche,Cayenne,68 000DT,Automatique,SUV/4x4,Blanc,Noir,3600cm³,Tunis,9PA112/2006 - 02/2010,207000km,02.2008,,5,5,,,21cv,,Similicuir,Intégrale,Essence
Peugeot,207,28 500DT,Manuelle,Compacte,Blanc,Noir,1400cm³,Tunis,5 portes03/2006 - 07/2012,112000km,01.2012,,5,5,,,5cv,,Tissu,Traction,Essence
BMW,Série 1,41 500DT,Manuelle,Compacte,Bleu,Noir,2000cm³,Tunis,(E81)01/2007 - 12/2011,202000km,02.2011,116d 2.0 d 16V DPF,5,5,115ch dyn,,6cv,,Tissu,Propulsion,Diesel
Peugeot,Partner,27 000DT,Manuelle,Utilitaire,Blanc,Gris,1600cm³,Tunis,(B9) Utilitaire05/2008 - 04/2015,218000km,06.2014,,2,2,,,5cv,,Tissu,Traction,Diesel
Seat,Leon,40 500DT,Manuelle,Compacte,Bleu,Noir,1200cm³,Tunis,III (5F1) 5 portes09/2012 - 10/2016,207000km,11.2013,,5,5,,,6cv,,Tissu,Traction,Essence
Toyota,C-HR,69 000DT,Automatique,Berline,Marron,Autre,1200cm³,Tunis,I Phase 110/2016 - 10/2019,155000km,12.2017,,5,5,,,6cv,,Similicuir,Traction,Essence
